CHR	POS	END	MEDIAN
chr5	171405291	171405413	0.73553
chr5	171407689	171407784	1.15476
chr5	171410486	171410606	0.66614
chr5	171488917	171488919	2.00301
chr5	171491728	171491730	1.10463
chr5	171559978	171559980	1.01993
chr5	171606131	171606133	0.84719
chr5	171611487	171611489	1.50076
chr5	171689957	171689959	0.49151
chr5	171727810	171727812	0.91295
chr5	171765032	171765034	1.05444
chr5	172515641	172515643	1.24369
chr5	172613361	172613363	0.9295
chr5	173131192	173131194	0.89721
chr5	173591847	173591849	1.0616
chr5	174219726	174219728	0.91389
chr5	174656042	174656044	0.91093
chr5	175260478	175260480	0.81666
chr5	175767853	175767855	0.88309
chr5	176462973	176462975	1.02786
chr5	176748847	176748849	0.72379
chr5	176811039	176811041	0.77286
chr5	176911953	176911955	1.06053
chr5	177006061	177006063	0.59745
chr5	177089592	177089703	1.25408
chr5	177090379	177090663	1.47424
chr5	177090734	177090835	1.66812
chr5	177090927	177091114	1.55302
chr5	177091674	177091818	1.20887
chr5	177092310	177092521	1.28631
chr5	177092635	177092794	1.42008
chr5	177093127	177093341	0.71713
chr5	177093395	177093561	1.04593
chr5	177093643	177093785	1.40037
chr5	177095319	177095450	1.0813
chr5	177095522	177095733	1.62472
chr5	177096046	177096189	1.04311
chr5	177096276	177096367	1.51934
chr5	177096593	177096751	1.16169
chr5	177097281	177097407	0.76335
chr5	177097516	177097686	1.53001
chr5	177135160	177135210	0.88497
chr5	177135930	177136040	0.80021
chr5	177191873	177192029	1.22921
chr5	177204109	177204302	1.29632
chr5	177209489	177209988	0.82213
chr5	177209989	177210488	1.1789
chr5	177210489	177210988	1.13442
chr5	177210989	177211488	1.1821
chr5	177211489	177211988	1.28958
chr5	177211989	177212489	0.96145
chr5	177212609	177213108	0.94023
chr5	177213109	177213449	0.91142
chr5	177213809	177214049	1.06312
chr5	177214289	177214649	0.7073
chr5	177215009	177215129	0.78603
chr5	177215489	177215609	0.68304
chr5	177215729	177215969	0.49277
chr5	177216089	177216689	0.98622
chr5	177216809	177217308	0.8019
chr5	177217309	177217649	0.95721
chr5	177217889	177218249	0.71674
chr5	177218369	177218609	0.72646
chr5	177218849	177219209	0.7898
chr5	177219449	177219689	0.65975
chr5	177219929	177220529	0.91684
chr5	177220769	177220889	0.94291
chr5	177221009	177221489	0.93718
chr5	177221729	177221849	1.11841
chr5	177222089	177222209	0.50205
chr5	177222329	177222828	1.05003
chr5	177222829	177223049	0.95707
chr5	177223169	177223289	0.51517
chr5	177223529	177223649	1.16502
chr5	177224009	177224508	0.96599
chr5	177224509	177225008	1.10149
chr5	177225009	177225209	1.09438
chr5	177225449	177226049	1.09126
chr5	177226289	177226788	0.9708
chr5	177226789	177227288	0.93362
chr5	177227289	177227489	0.87479
chr5	177227729	177228209	0.68936
chr5	177228449	177228948	0.82059
chr5	177228949	177229448	0.96714
chr5	177229449	177229769	0.95941
chr5	177230009	177230129	0.92743
chr5	177230249	177230489	0.99995
chr5	177230849	177231089	1.19814
chr5	177231329	177231449	1.00785
chr5	177231689	177232188	0.952
chr5	177232189	177232688	1.01728
chr5	177232689	177233188	1.1776
chr5	177233189	177233369	0.94175
chr5	177233609	177234108	1.13256
chr5	177234109	177234449	1.18854
chr5	177234689	177235188	1.01458
chr5	177235189	177235688	1.09951
chr5	177235689	177236009	0.97093
chr5	177238226	177238517	0.94075
chr5	177239745	177239875	0.96785
chr5	177244184	177244280	1.06681
chr5	177246667	177246806	0.86328
chr5	177248170	177248334	1.34309
chr5	177251719	177251863	1.31278
chr5	177256940	177257161	1.18531
chr5	177259978	177260178	1.10621
chr5	177262164	177262166	1.36806
chr5	177267551	177267728	1.25941
chr5	177269591	177269817	1.3087
chr5	177270842	177270844	1.10232
chr5	177273661	177273794	1.34409
chr5	177280554	177280844	0.96707
chr5	177282454	177282591	1.12648
chr5	177283776	177283938	1.18187
chr5	177288808	177288935	1.23126
chr5	177291943	177292168	1.12579
chr5	177293821	177294320	0.9352
chr5	177294321	177294820	1.09219
chr5	177294821	177295320	0.99275
chr5	177295321	177295469	1.1118
chr5	177339175	177339177	1.16322
chr5	177400813	177400815	0.30865
chr5	177414337	177414339	1.17905
chr5	177436517	177436519	0.71451
chr5	177458497	177458499	0.94688
chr5	177467754	177467756	0.8445
chr5	177495423	177495425	0.66007
chr5	177504704	177504706	1.15956
chr5	177542623	177542625	1.20894
chr5	177548138	177548140	1.18163
chr5	177562917	177562919	0.62039
chr5	177572449	177572451	0.73197
chr5	177589093	177589095	0.85574
chr5	177616364	177616366	0.92849
chr5	178555011	178555013	1.26421
chr5	178903572	178903574	0.65742
chr5	179215522	179215524	1.31201
chr5	179860575	179860577	1.20879
chr5	180476287	180476289	0.83964
chr5	180629191	180629193	1.45441
chr6	393142	393378	0.89593
chr6	394810	395017	1.26377
chr6	395836	395945	1.39916
chr6	397097	397262	1.2127
chr6	398817	398945	1.54401
chr6	401413	401787	0.9123
chr6	405007	405140	1.22818
chr6	407444	407608	1.01844
chr6	412801	412803	0.90821
chr6	540015	540017	1.05028
chr6	1016748	1016750	1.14458
chr6	1836540	1836542	1.14558
chr6	2245110	2245112	0.86959
chr6	2540212	2540214	0.77253
chr6	3039374	3039376	0.87312
chr6	3958246	3958248	1.12041
chr6	4152727	4152729	0.76958
chr6	4701407	4701409	0.41356
chr6	5407729	5407731	0.95683
chr6	5561471	5561473	0.96517
chr6	6139335	6139337	1.52246
chr6	6741698	6741700	0.19963
chr6	7206149	7206151	0.91012
chr6	7851324	7851326	0.6113
chr6	8148243	8148245	1.29292
chr6	8688228	8688230	0.82842
chr6	9099852	9099854	0.98055
chr6	9914060	9914062	1.02374
chr6	10297270	10297272	0.89822
chr6	10572804	10572806	0.90569
chr6	11170011	11170013	1.0342
chr6	11539103	11539105	0.69122
chr6	12018016	12018018	0.40251
chr6	12848798	12848800	1.00834
chr6	13355933	13355935	1.39463
chr6	13524265	13524267	0.68787
chr6	14495347	14495349	0.95316
chr6	14796841	14796843	1.31515
chr6	15052986	15052988	0.75719
chr6	15664977	15664979	1.1778
chr6	16080882	16080884	0.92604
chr6	16568681	16568683	1.23221
chr6	17249478	17249480	1.08936
chr6	17627358	17627360	0.49749
chr6	18110211	18110213	1.30819
chr6	18225708	18225740	1.11218
chr6	18226159	18226636	0.89775
chr6	18227470	18227969	0.94813
chr6	18227970	18228426	0.89632
chr6	18234274	18234773	1.13081
chr6	18234774	18235273	1.02206
chr6	18235274	18235773	0.89031
chr6	18235774	18236273	0.94356
chr6	18236274	18236779	0.98453
chr6	18237370	18237526	1.17611
chr6	18249640	18249849	1.0707
chr6	18255720	18255861	0.91508
chr6	18256350	18256465	0.7937
chr6	18257942	18258072	0.76563
chr6	18258293	18258415	0.79614
chr6	18263832	18263997	0.86468
chr6	18713408	18713410	0.84871
chr6	19455026	19455028	0.54187
chr6	19617071	19617073	0.80255
chr6	20069995	20069997	0.98518
chr6	20626150	20626152	1.14943
chr6	21334909	21334911	1.03333
chr6	21971391	21971393	1.12383
chr6	22055901	22055903	1.09713
chr6	22993060	22993062	0.77291
chr6	23440721	23440723	1.16156
chr6	23903899	23903901	0.54755
chr6	24236345	24236347	1.20011
chr6	25038835	25038837	0.97665
chr6	25543492	25543494	1.28263
chr6	26020479	26020968	0.56672
chr6	26031639	26032070	0.80004
chr6	26045400	26045879	0.82716
chr6	26122273	26122275	0.53953
chr6	26550725	26550727	0.76406
chr6	27085362	27085364	0.65793
chr6	28019997	28019999	0.97521
chr6	28399577	28399579	1.16126
chr6	28941687	28941689	0.58644
chr6	29183367	29183369	0.33969
chr6	29926678	29926680	0.81967
chr6	30370880	30370882	1.3664
chr6	30848964	30848966	0.62627
chr6	31452240	31452242	0.83609
chr6	31870767	31870769	1.74353
chr6	32755418	32755420	1.21708
chr6	33318732	33318812	0.95067
chr6	33318986	33319229	1.03418
chr6	33319369	33319864	1.21336
chr6	33320000	33320234	1.12782
chr6	33320369	33320601	1.07366
chr6	33320725	33321224	0.77398
chr6	33321225	33321577	0.6775
chr6	33321708	33321935	0.55337
chr6	33497704	33497706	1.22155
chr6	33935116	33935118	1.16537
chr6	34167086	34167088	1.07686
chr6	34772097	34772099	1.14598
chr6	35472154	35472156	1.10455
chr6	36007211	36007213	0.81933
chr6	36412830	36412832	0.51019
chr6	36681038	36681040	0.788
chr6	37038255	37038257	0.57748
chr6	38420929	38420931	0.53328
chr6	38725526	38725528	1.26458
chr6	39138712	39138714	0.93736
chr6	39812085	39812087	1.09277
chr6	40375435	40375437	1.09823
chr6	40576494	40576496	1.04632
chr6	41249268	41249270	1.49204
chr6	41691150	41691152	1.31996
chr6	41935929	41936117	0.93174
chr6	41936548	41936705	0.98286
chr6	41937224	41937404	0.73962
chr6	41940359	41940595	0.57131
chr6	41941441	41941659	0.47605
chr6	42208381	42208383	0.98073
chr6	42960722	42960724	1.094
chr6	43308651	43308653	0.97096
chr6	43716079	43716081	1.466
chr6	44330571	44330573	0.77649
chr6	44941062	44941064	1.0536
chr6	45433202	45433204	1.02476
chr6	45763717	45763719	0.87464
chr6	46440627	46440629	0.51032
chr6	46662330	46662332	1.06182
chr6	47141886	47141888	0.8456
chr6	47815232	47815234	0.82844
chr6	48465496	48465498	0.81933
chr6	48787248	48787250	0.65045
chr6	49205227	49205229	0.63881
chr6	49952463	49952465	1.11594
chr6	50397889	50397891	1.04393
chr6	50789976	50789978	0.94688
chr6	51598416	51598418	0.89263
chr6	51980768	51980770	1.03223
chr6	52162928	52162930	0.95113
chr6	52973359	52973361	0.96068
chr6	53582685	53582687	0.51989
chr6	53663985	53663987	1.09115
chr6	54299280	54299282	1.12852
chr6	54719587	54719589	0.64995
chr6	55573772	55573774	1.02255
chr6	55974522	55974524	0.3253
chr6	56355595	56355597	0.61437
chr6	57331573	57331575	0.99054
chr6	58287372	58287374	0.8197
chr6	61082805	61082807	1.08195
chr6	61313518	61313520	0.94366
chr6	62129198	62129200	0.77009
chr6	62521482	62521484	0.78817
chr6	63265690	63265692	0.98771
chr6	63657467	63657469	0.70063
chr6	64133066	64133068	0.78589
chr6	64778698	64778700	1.16677
chr6	64807547	64807549	0.58136
chr6	65428316	65428318	0.48027
chr6	65944500	65944502	0.6783
chr6	66324667	66324669	0.45109
chr6	67146518	67146520	0.68596
chr6	67722914	67722916	0.61435
chr6	67832071	67832073	0.73048
chr6	68647445	68647447	0.81361
chr6	69061689	69061691	0.44059
chr6	69665427	69665429	0.57591
chr6	70277496	70277498	0.73967
chr6	70656462	70656464	0.83
chr6	70822007	70822009	0.99016
chr6	71641689	71641691	0.96563
chr6	72209477	72209479	0.83895
chr6	72453486	72453488	1.05163
chr6	72824127	72824129	0.61105
chr6	73359477	73359479	0.50714
chr6	74233643	74233645	0.68892
chr6	74717970	74717972	0.53492
chr6	74829005	74829007	0.89619
chr6	75498206	75498208	0.81445
chr6	76006682	76006684	0.5508
chr6	76630594	76630596	0.61606
chr6	77063327	77063329	0.78145
chr6	77640206	77640208	0.44529
chr6	78247555	78247557	0.80786
chr6	78348645	78348647	0.43419
chr6	78940682	78941181	1.23476
chr6	78941182	78941340	1.24437
chr6	78945289	78945507	1.28142
chr6	78945990	78946270	1.00963
chr6	78946700	78946884	0.87362
chr6	78947612	78947785	1.0406
chr6	78954803	78954973	1.18843
chr6	78955221	78955292	1.01368
chr6	78955602	78955692	0.67039
chr6	78958464	78958610	0.98677
chr6	78961679	78961820	0.97512
chr6	78963086	78963262	1.0513
chr6	78965692	78965774	0.96912
chr6	78965934	78966066	1.14106
chr6	78969824	78969927	0.82605
chr6	78970038	78970183	1.02334
chr6	78970770	78970898	1.01443
chr6	78978581	78978721	1.08354
chr6	78982875	78983127	1.04864
chr6	78985341	78985438	0.99572
chr6	78988198	78988359	1.02219
chr6	78990857	78990995	1.01856
chr6	78997403	78997607	1.07228
chr6	78998243	78998401	1.14124
chr6	79001888	79002134	1.15388
chr6	79003719	79003868	0.94985
chr6	79015071	79015226	1.04265
chr6	79015619	79015793	1.07403
chr6	79016533	79016652	1.02868
chr6	79017335	79017396	0.66421
chr6	79017472	79017593	0.80584
chr6	79019078	79019169	1.12674
chr6	79025508	79025629	1.0616
chr6	79025932	79026174	1.09712
chr6	79042832	79043013	1.00382
chr6	79060467	79060586	1.25846
chr6	79060657	79060828	1.08074
chr6	79077437	79077517	0.33878
chr6	79077689	79077739	0.01188
chr6	79077844	79077923	0.09586
chr6	79078018	79078078	0.29806
chr6	79080278	79080280	0.80003
chr6	79497068	79497070	0.85806
chr6	80004515	80004517	0.36821
chr6	80325088	80325090	0.71742
chr6	81083258	81083260	0.4875
chr6	81419199	81419201	0.58902
chr6	81810303	81810305	0.75893
chr6	82445629	82445631	0.86274
chr6	83213996	83213998	0.65052
chr6	83357029	83357031	0.9483
chr6	83862127	83862129	0.91655
chr6	84710280	84710282	0.86977
chr6	85170218	85170220	0.90225
chr6	85536990	85536992	0.50187
chr6	85938853	85938855	0.69377
chr6	86770171	86770173	1.13239
chr6	87130988	87130990	1.16424
chr6	87745762	87745764	1.11594
chr6	87794131	87794133	0.76105
chr6	88775969	88775971	1.11733
chr6	88801351	88801353	0.74818
chr6	89329950	89329952	1.07985
chr6	90202581	90202583	1.08503
chr6	90325421	90325423	0.7762
chr6	90952767	90952769	1.18646
chr6	91324439	91324441	0.71418
chr6	92112836	92112838	0.68703
chr6	92379421	92379423	0.90014
chr6	92988805	92988807	0.51878
chr6	93601391	93601393	0.59325
chr6	93847394	93847396	0.43448
chr6	94330975	94330977	1.12924
chr6	95437654	95437656	0.56799
chr6	96043603	96043605	0.53025
chr6	96315099	96315101	0.73967
chr6	96627442	96627444	0.72978
chr6	97127319	97127321	1.30876
chr6	97811899	97811901	0.63439
chr6	98072649	98072651	0.86992
chr6	98578431	98578433	0.84631
chr6	99398534	99398536	0.96671
chr6	99838250	99838252	0.81281
chr6	100144831	100144833	0.82718
chr6	100881296	100881298	0.58268
chr6	101429625	101429627	1.0644
chr6	101901457	101901459	0.57319
chr6	102330264	102330266	0.70789
chr6	102889900	102889902	0.59934
chr6	103691190	103691192	0.56135
chr6	104314879	104314881	0.55122
chr6	104691008	104691010	0.96217
chr6	105544041	105544043	0.92195
chr6	105822629	105822631	1.02237
chr6	106527539	106527541	0.70382
chr6	107118120	107118122	0.91969
chr6	107552578	107552580	1.31727
chr6	108069973	108069975	1.04993
chr6	108495717	108495719	0.99316
chr6	108745532	108745534	1.18723
chr6	109370740	109370742	0.85882
chr6	109930601	109930603	0.83763
chr6	110420954	110420956	1.24639
chr6	111106082	111106084	1.06325
chr6	111370517	111370519	0.57411
chr6	112175987	112175989	1.03659
chr6	112644821	112644823	0.80452
chr6	113171267	113171269	0.75453
chr6	113605281	113605283	1.23625
chr6	113864551	113864553	0.74295
chr6	114278342	114278344	0.72979
chr6	115095632	115095634	0.86595
chr6	115426085	115426087	0.53824
chr6	115770173	115770175	0.62299
chr6	116649060	116649062	0.65368
chr6	116815814	116815816	0.77292
chr6	116874993	116874995	0.89625
chr6	116907177	116907179	0.74611
chr6	116994046	116994048	0.55222
chr6	117057641	117057643	0.80882
chr6	117140876	117140878	1.11469
chr6	117212283	117212285	0.64044
chr6	117255477	117255479	0.31668
chr6	117258160	117258162	1.12537
chr6	117288481	117288812	1.3042
chr6	117300963	117301147	1.16143
chr6	117308783	117308938	1.2294
chr6	117310070	117310291	1.17484
chr6	117311009	117311127	1.15331
chr6	117317132	117317282	1.22842
chr6	117318177	117318262	1.20445
chr6	117319827	117320326	1.03393
chr6	117320327	117320826	1.06912
chr6	117320827	117321326	1.25759
chr6	117321327	117321826	0.79012
chr6	117321827	117322326	0.81062
chr6	117322327	117322826	1.17204
chr6	117322827	117323326	1.12699
chr6	117323327	117323826	1.12618
chr6	117323827	117324326	1.15749
chr6	117324327	117324826	0.93897
chr6	117324827	117325326	0.96151
chr6	117325327	117325826	1.03128
chr6	117325827	117326326	0.72018
chr6	117326327	117326826	1.04693
chr6	117326827	117327326	1.07389
chr6	117327327	117327826	1.02434
chr6	117327827	117328326	1.24901
chr6	117328327	117328826	1.31833
chr6	117328827	117329326	1.13462
chr6	117329327	117329826	0.93934
chr6	117329827	117330326	0.74495
chr6	117330327	117330826	0.69514
chr6	117330827	117331042	0.97983
chr6	117331160	117331400	1.20935
chr6	117332951	117333071	0.87718
chr6	117333429	117333549	0.64676
chr6	117334383	117334503	0.87843
chr6	117335218	117335338	0.95793
chr6	117335935	117336175	0.78512
chr6	117336531	117337030	0.98809
chr6	117337031	117337367	0.91028
chr6	117341124	117341321	1.30904
chr6	117341389	117341642	1.07839
chr6	117342389	117342554	0.93797
chr6	117344049	117344272	1.12978
chr6	117352979	117353179	1.17239
chr6	117356618	117356925	1.15007
chr6	117357793	117358019	1.06788
chr6	117359798	117360021	1.01388
chr6	117360331	117360415	1.13754
chr6	117362592	117362875	0.98128
chr6	117365049	117365214	1.21515
chr6	117365570	117365751	1.05915
chr6	117366065	117366300	1.27058
chr6	117376755	117376757	0.56098
chr6	117379048	117379169	1.03689
chr6	117383306	117383518	1.39588
chr6	117385672	117385871	1.22963
chr6	117386878	117387009	1.31625
chr6	117387769	117388044	1.0454
chr6	117389339	117389856	1.34356
chr6	117393213	117393331	1.01878
chr6	117394151	117394356	1.12162
chr6	117394605	117394748	0.85856
chr6	117396177	117396274	1.18689
chr6	117396904	117397126	1.19219
chr6	117403128	117403287	1.08816
chr6	117404269	117404438	0.8893
chr6	117406785	117406787	0.57117
chr6	117409571	117409652	0.85788
chr6	117416247	117416327	1.27785
chr6	117418451	117418516	1.45299
chr6	117425523	117425666	1.23956
chr6	117439415	117439417	1.04752
chr6	117458994	117458996	1.01455
chr6	117535463	117535465	0.96354
chr6	117565063	117565065	0.60683
chr6	117602435	117602437	0.47238
chr6	117643381	117643383	0.84662
chr6	117696002	117696004	0.92448
chr6	117733451	117733453	1.39725
chr6	117792912	117792914	0.60816
chr6	117851050	117851052	1.05683
chr6	118145246	118145248	1.16736
chr6	118271027	118271029	0.71207
chr6	119055181	119055183	1.14729
chr6	119199158	119199160	0.90741
chr6	120050710	120050712	0.5804
chr6	120591680	120591682	0.5334
chr6	120883564	120883566	1.01922
chr6	121501523	121501525	0.73785
chr6	121684983	121684985	0.76186
chr6	122452489	122452491	0.91946
chr6	123110640	123110642	1.10038
chr6	123259514	123259516	0.52308
chr6	123827896	123827898	0.96663
chr6	124516454	124516456	0.82518
chr6	125082247	125082249	1.04598
chr6	125597616	125597618	1.21518
chr6	125698380	125698382	1.02383
chr6	126422940	126422942	1.28089
chr6	127153536	127153538	0.79575
chr6	127343515	127343517	0.68744
chr6	128670995	128670997	0.60441
chr6	128846934	128846936	0.86548
chr6	129400879	129400881	0.76917
chr6	129741571	129741573	0.8336
chr6	130548998	130549000	0.73583
chr6	131169331	131169333	1.03489
chr6	131512604	131512606	0.56161
chr6	131944986	131944988	0.47228
chr6	132227727	132227729	0.84824
chr6	132729665	132729667	1.15354
chr6	133314559	133314561	0.58922
chr6	133974962	133974964	0.58721
chr6	134552848	134552850	0.96443
chr6	134735105	134735107	0.82583
chr6	134742112	134742114	0.95485
chr6	134858285	134858287	1.08845
chr6	134885644	134885646	0.74389
chr6	134925155	134925157	0.71567
chr6	134947003	134947005	1.02894
chr6	134996526	134996528	0.79231
chr6	135048774	135048776	1.05609
chr6	135070961	135070963	0.65627
chr6	135142914	135142916	0.73293
chr6	135172852	135173351	1.08775
chr6	135173352	135173851	1.30442
chr6	135173852	135174351	1.30576
chr6	135174352	135174757	1.00916
chr6	135174994	135175352	1.05852
chr6	135175471	135175591	0.74427
chr6	135175828	135176327	0.90555
chr6	135176328	135176827	0.91154
chr6	135176828	135177327	1.13865
chr6	135177328	135177827	1.12761
chr6	135177828	135177971	0.99852
chr6	135178207	135178706	1.20588
chr6	135178707	135179206	0.95462
chr6	135179207	135179706	0.91155
chr6	135179707	135180206	0.99908
chr6	135180207	135180706	0.49418
chr6	135180707	135181206	0.36888
chr6	135181207	135181706	0.38762
chr6	135181707	135182206	0.89758
chr6	135182207	135182706	0.65467
chr6	135182707	135183206	0.36716
chr6	135183207	135183706	0.97273
chr6	135183707	135184206	0.82006
chr6	135184207	135184706	0.66877
chr6	135184707	135185206	0.88769
chr6	135185207	135185706	1.10214
chr6	135185707	135186072	1.24881
chr6	135187823	135187915	1.0721
chr6	135189780	135189893	1.00457
chr6	135190116	135190357	1.00323
chr6	135192313	135192568	0.92615
chr6	135193827	135193928	0.92068
chr6	135194345	135194470	0.96512
chr6	135195737	135196012	0.8716
chr6	135196950	135197333	0.80272
chr6	135198897	135199060	0.99922
chr6	135200074	135200209	1.15411
chr6	135200279	135200425	1.13398
chr6	135201628	135201759	1.01055
chr6	135203206	135203334	1.01892
chr6	135212145	135212147	0.3525
chr6	135217853	135217990	1.21934
chr6	135264413	135264415	1.20358
chr6	135333855	135333857	0.77579
chr6	135341682	135341684	0.832
chr6	135394236	135394238	0.76084
chr6	135455339	135455341	0.9117
chr6	135483492	135483494	0.88258
chr6	135556838	135556840	0.91092
chr6	135614045	135614047	0.83286
chr6	135623969	135623971	1.36672
chr6	135676639	135676641	1.1643
chr6	135942676	135942678	1.06085
chr6	136641078	136641080	0.82858
chr6	136722450	136722452	0.63252
chr6	137323396	137323398	0.804
chr6	137775249	137775251	0.48852
chr6	137871217	137871532	1.2207
chr6	137874834	137875045	1.12931
chr6	137875677	137875845	1.14711
chr6	137875985	137876176	1.11562
chr6	137877065	137877266	1.05874
chr6	137878421	137878920	0.92431
chr6	137878921	137879361	1.0421
chr6	137880060	137880262	1.2405
chr6	137881024	137881329	0.75568
chr6	138493279	138493281	0.82001
chr6	138804813	138804815	0.72267
chr6	139316034	139316036	0.5784
chr6	139815023	139815025	0.5879
chr6	140271549	140271551	0.79036
chr6	140964958	140964960	0.66313
chr6	141445528	141445530	0.65976
chr6	142092245	142092247	0.83565
chr6	142665437	142665439	1.18004
chr6	143000618	143000620	0.704
chr6	143346374	143346376	1.07947
chr6	143938416	143938418	0.69827
chr6	144292685	144292687	1.05437
chr6	144706511	144706513	0.56191
chr6	145232890	145232892	1.20553
chr6	146001347	146001349	0.93097
chr6	146434187	146434189	1.16431
chr6	147080056	147080058	1.05798
chr6	147402440	147402442	0.96198
chr6	148124139	148124141	0.847
chr6	148383475	148383477	1.06562
chr6	148895476	148895478	1.11003
chr6	149269401	149269403	0.51111
chr6	150005667	150005669	0.59611
chr6	150360904	150360906	0.64743
chr6	150930798	150930800	0.65848
chr6	151600928	151600930	1.21632
chr6	151807941	151807943	1.12083
chr6	152457739	152457741	0.57072
chr6	152698367	152698369	0.52478
chr6	153341289	153341291	0.70165
chr6	153900078	153900080	1.2196
chr6	154377223	154377225	0.85622
chr6	155159090	155159092	0.79827
chr6	155594089	155594091	0.89038
chr6	156068013	156068015	1.09215
chr6	156197290	156197292	0.75482
chr6	156543011	156543013	1.34132
chr6	156580285	156580287	0.54076
chr6	156643603	156643605	1.13308
chr6	156688246	156688248	0.85796
chr6	156707689	156707691	1.16681
chr6	156777919	156778418	0.37317
chr6	156778419	156778918	0.15887
chr6	156778919	156779481	0.26524
chr6	156806503	156806505	0.87092
chr6	156829216	156829431	1.17832
chr6	156876667	156876669	0.93512
chr6	156901365	156901535	1.33052
chr6	156925610	156925612	0.61029
chr6	156935455	156935586	1.02698
chr6	156950982	156950984	0.38128
chr6	157011381	157011383	0.85275
chr6	157016853	157016855	1.08073
chr6	157084651	157084915	1.39413
chr6	157110461	157110571	1.37745
chr6	157118048	157118050	0.95355
chr6	157133017	157133217	1.30374
chr6	157148613	157148961	1.02416
chr6	157167029	157167195	1.11576
chr6	157170341	157170343	1.19634
chr6	157173997	157174127	1.08545
chr6	157180958	157181188	1.10183
chr6	157184220	157184445	1.06546
chr6	157189631	157189790	1.44438
chr6	157190027	157190220	0.933
chr6	157194883	157194885	1.22513
chr6	157196154	157196325	1.09804
chr6	157198800	157198917	1.20291
chr6	157200694	157201193	1.11943
chr6	157201194	157201498	1.21522
chr6	157203855	157204006	1.27878
chr6	157206156	157206655	1.26183
chr6	157206656	157207155	1.32959
chr6	157207156	157207655	1.20575
chr6	157207656	157207901	1.12204
chr6	157282902	157282904	1.24995
chr6	157352452	157352454	1.01445
chr6	157364733	157364735	0.99343
chr6	157554419	157554421	0.83989
chr6	157745973	157745975	0.94444
chr6	158270136	158270138	0.96044
chr6	158790135	158790137	0.93683
chr6	159153228	159153230	0.6437
chr6	159796855	159796857	0.57169
chr6	160358101	160358103	0.75607
chr6	160675450	160675452	0.84203
chr6	160991921	160992093	0.46885
chr6	161034248	161034459	1.23183
chr6	161048605	161049104	1.12284
chr6	161049105	161049604	1.22615
chr6	161049605	161049989	1.23112
chr6	161070597	161070860	1.11394
chr6	161073455	161073622	1.24678
chr6	161080870	161081048	1.02651
chr6	161084490	161084627	1.02398
chr6	161086368	161086488	1.19859
chr6	161086573	161086677	1.32323
chr6	161087677	161087964	1.01658
chr6	161089311	161089481	1.31882
chr6	161091368	161091550	1.14639
chr6	161091999	161092153	1.07513
chr6	161092967	161093066	1.15997
chr6	161093762	161093861	1.12178
chr6	161097069	161097186	1.31881
chr6	161098267	161098437	0.83484
chr6	161101881	161102002	1.22541
chr6	161102688	161102789	0.55465
chr6	161106503	161106715	1.27176
chr6	161107888	161107979	0.86897
chr6	161108732	161108869	1.16449
chr6	161109744	161109924	0.97423
chr6	161111825	161111968	1.19551
chr6	161112657	161112784	0.99056
chr6	161115112	161115312	1.39124
chr6	161116839	161116880	1.04882
chr6	161486068	161486070	0.73694
chr6	161879875	161879877	0.7949
chr6	162292385	162292387	0.94654
chr6	162984025	162984027	0.61579
chr6	163007116	163007118	0.84266
chr6	163072164	163072166	0.8884
chr6	163077965	163077967	1.05943
chr6	163136912	163136914	1.0863
chr6	163230464	163230466	1.24137
chr6	163238462	163238464	1.04313
chr6	163308217	163308219	0.77491
chr6	163339549	163339551	0.94238
chr6	163383934	163383936	1.05307
chr6	163415183	163415345	0.45238
chr6	163419496	163419498	0.93424
chr6	163455268	163455431	0.9899
chr6	163464918	163464920	1.1703
chr6	163478769	163478906	1.02415
chr6	163486576	163486578	0.6005
chr6	163534958	163535457	1.1439
chr6	163535458	163535678	0.59437
chr6	163535919	163536418	0.84366
chr6	163536419	163536999	1.00668
chr6	163537119	163537618	1.02829
chr6	163537619	163538118	1.22898
chr6	163538119	163538618	1.02464
chr6	163538619	163539118	1.06296
chr6	163539119	163539618	1.09121
chr6	163539619	163540118	0.85223
chr6	163540119	163540618	0.96086
chr6	163540619	163541118	0.95176
chr6	163541119	163541618	0.87492
chr6	163541619	163542118	0.92439
chr6	163542119	163542618	1.03415
chr6	163542619	163543118	0.95118
chr6	163543119	163543618	1.02359
chr6	163543619	163544118	0.88617
chr6	163544119	163544618	0.96889
chr6	163544619	163545118	1.05811
chr6	163545119	163545618	0.98347
chr6	163545619	163546118	0.74722
chr6	163546119	163546618	0.90383
chr6	163546619	163547118	0.84423
chr6	163547119	163547618	1.08047
chr6	163547619	163548118	1.01593
chr6	163548119	163548618	0.95548
chr6	163548619	163548997	1.04679
chr6	163549117	163549476	1.0037
chr6	163549716	163550215	0.90386
chr6	163550216	163550676	1.05673
chr6	163550917	163551416	0.91127
chr6	163551417	163551916	1.04572
chr6	163551917	163552235	0.73898
chr6	163552475	163552974	0.92228
chr6	163552975	163553076	0.71545
chr6	163553315	163553814	0.81448
chr6	163553815	163554314	1.11388
chr6	163554315	163554814	1.01841
chr6	163554815	163555314	0.82726
chr6	163555315	163555814	0.60651
chr6	163555815	163556198	0.99799
chr6	163556558	163557057	0.8984
chr6	163557058	163557275	1.11084
chr6	163557396	163557895	0.98135
chr6	163557896	163558357	0.93802
chr6	163558717	163559216	1.22744
chr6	163559217	163559716	0.79924
